epoch,loss,validation_map
1,0.27768043331754233,0.15660077959295363
2,0.260669493980245,0.15670764546859198
3,0.24981246535966137,0.2713599249556733
4,0.2416817618013699,0.24027481873336295
5,0.24390887553249596,0.12595024239640665
6,0.2663496046114578,0.21828423541687045
